"Codice Regione";"Regione";"Età";"Maschi";"Femmine"
"01";"Piemonte";27;3714;2978
"01";"Piemonte";28;3795;3226
"01";"Piemonte";29;3811;3417
"01";"Piemonte";30;3923;3620
"01";"Piemonte";31;3866;3719
"01";"Piemonte";32;4320;3913
"01";"Piemonte";33;4213;4216
"01";"Piemonte";34;4411;4474
"01";"Piemonte";35;4476;4550
"01";"Piemonte";36;4600;4545
"01";"Piemonte";37;4433;4481
"01";"Piemonte";38;4290;4495
"01";"Piemonte";39;4096;4331
"01";"Piemonte";40;4296;4456
"01";"Piemonte";41;4228;4482
"01";"Piemonte";42;4446;4496
"01";"Piemonte";43;4248;4355
"01";"Piemonte";44;4047;4399
"01";"Piemonte";45;3931;4245
"01";"Piemonte";46;3833;4079
"01";"Piemonte";47;3636;3986
"01";"Piemonte";48;3450;3865
"01";"Piemonte";49;3050;3587
"01";"Piemonte";50;3198;3692
"01";"Piemonte";51;2800;3537
"01";"Piemonte";52;2855;3526
"01";"Piemonte";53;2706;3558
"01";"Piemonte";54;2676;3560
"01";"Piemonte";55;2416;3399
"01";"Piemonte";56;1940;2624
"01";"Piemonte";57;1807;2521
"01";"Piemonte";58;1675;2539
"01";"Piemonte";59;1600;2461
"01";"Piemonte";60;1423;2300
"01";"Piemonte";61;1351;2288
"01";"Piemonte";62;1290;2244
"01";"Piemonte";63;1113;1974
"01";"Piemonte";64;1040;1868
"01";"Piemonte";65;894;1652
"01";"Piemonte";66;849;1456
"01";"Piemonte";67;742;1337
"01";"Piemonte";68;620;1158
"01";"Piemonte";69;571;1042
"01";"Piemonte";70;490;948
"01";"Piemonte";71;416;802
"01";"Piemonte";72;426;797
"01";"Piemonte";73;337;673
"01";"Piemonte";74;331;614
"01";"Piemonte";75;273;485
"01";"Piemonte";76;241;455
"01";"Piemonte";77;203;362
"01";"Piemonte";78;203;304
"01";"Piemonte";79;176;333
"01";"Piemonte";80;180;286
"01";"Piemonte";81;122;244
"01";"Piemonte";82;135;252
"01";"Piemonte";83;116;190
"01";"Piemonte";84;110;204
"01";"Piemonte";85;85;153
"01";"Piemonte";86;69;137
"01";"Piemonte";87;59;102
"01";"Piemonte";88;52;72
"01";"Piemonte";89;36;61
"01";"Piemonte";90;28;48
"01";"Piemonte";91;17;36
"01";"Piemonte";92;25;37
"01";"Piemonte";93;10;19
"01";"Piemonte";94;10;23
"01";"Piemonte";95;7;18
"01";"Piemonte";96;3;9
"01";"Piemonte";97;3;6
"01";"Piemonte";98;2;7
"01";"Piemonte";99;3;4
"01";"Piemonte";100;4;9
"01";"Piemonte";999;202228;212011
"16";"Puglia";0;759;741
"16";"Puglia";1;731;691
"16";"Puglia";2;809;712
"16";"Puglia";3;798;783
"16";"Puglia";4;858;778
"16";"Puglia";5;836;812
"16";"Puglia";6;883;818
"16";"Puglia";7;818;804
"16";"Puglia";8;805;746
"16";"Puglia";9;776;682
"16";"Puglia";10;794;733
"16";"Puglia";11;716;665
"16";"Puglia";12;738;717
"16";"Puglia";13;721;658
"16";"Puglia";14;726;670
"16";"Puglia";15;760;627
"16";"Puglia";16;668;619
"16";"Puglia";17;699;592
"16";"Puglia";18;778;652
"16";"Puglia";19;810;548
"16";"Puglia";20;760;561
"16";"Puglia";21;856;634
"16";"Puglia";22;1142;678
"16";"Puglia";23;1671;726
"16";"Puglia";24;1818;845
"16";"Puglia";25;1655;952
"16";"Puglia";26;1646;945
"16";"Puglia";27;1596;1078
"16";"Puglia";28;1617;1049
"16";"Puglia";29;1509;1120
"16";"Puglia";30;1706;1111
"16";"Puglia";31;1570;1282
"16";"Puglia";32;1811;1298
"16";"Puglia";33;1696;1360
"16";"Puglia";34;1760;1431
"16";"Puglia";35;1779;1453
"16";"Puglia";36;1877;1401
"16";"Puglia";37;1686;1418
"16";"Puglia";38;1647;1502
"16";"Puglia";39;1506;1391
"16";"Puglia";40;1526;1406
"16";"Puglia";41;1387;1429
"16";"Puglia";42;1477;1477
"16";"Puglia";43;1356;1489
"16";"Puglia";44;1307;1362
"16";"Puglia";45;1168;1360
"16";"Puglia";46;1181;1353
"16";"Puglia";47;1097;1323
"16";"Puglia";48;1039;1293
"16";"Puglia";49;942;1200
"16";"Puglia";50;877;1224
"16";"Puglia";51;820;1179
"16";"Puglia";52;836;1176
"16";"Puglia";53;790;1267
"16";"Puglia";54;742;1247
"16";"Puglia";55;670;1180
"16";"Puglia";56;579;918
"16";"Puglia";57;535;915
"16";"Puglia";58;538;913
"16";"Puglia";59;467;859
"16";"Puglia";60;488;772
"16";"Puglia";61;394;755
"16";"Puglia";62;416;747
"16";"Puglia";63;329;641
"16";"Puglia";64;305;589
"16";"Puglia";65;321;545
"16";"Puglia";66;245;440
"16";"Puglia";67;221;387
"16";"Puglia";68;204;353
"16";"Puglia";69;164;280
"16";"Puglia";70;147;251
"16";"Puglia";71;139;217
"16";"Puglia";72;152;209
"16";"Puglia";73;97;177
"16";"Puglia";74;97;150
"16";"Puglia";75;82;143
"16";"Puglia";76;76;102
"16";"Puglia";77;62;79
"16";"Puglia";78;64;82
"16";"Puglia";79;42;81
"16";"Puglia";80;57;56
"16";"Puglia";81;37;49
"16";"Puglia";82;43;41
"16";"Puglia";83;32;38
"16";"Puglia";84;28;35
"16";"Puglia";85;17;30
"16";"Puglia";86;18;24
"16";"Puglia";87;16;16
"16";"Puglia";88;12;20
"16";"Puglia";89;8;11
"16";"Puglia";90;9;8
"16";"Puglia";91;5;8
"16";"Puglia";92;3;9
"16";"Puglia";93;3;7
"16";"Puglia";94;2;3
"16";"Puglia";95;2;3
"16";"Puglia";96;1;2
"16";"Puglia";97;1;1
"16";"Puglia";98;0;2
"16";"Puglia";99;2;2
"16";"Puglia";100;1;4
"16";"Puglia";999;70467;68222
"20";"Sardegna";0;175;179
"20";"Sardegna";1;178;185
"20";"Sardegna";2;164;175
"20";"Sardegna";3;196;191
"20";"Sardegna";4;201;225
"20";"Sardegna";5;214;218
"20";"Sardegna";6;223;215
"20";"Sardegna";7;206;198
"20";"Sardegna";8;226;239
"20";"Sardegna";9;208;195
"20";"Sardegna";10;239;207
"20";"Sardegna";11;224;208
"20";"Sardegna";12;200;220
"20";"Sardegna";13;215;213
"20";"Sardegna";14;215;218
"20";"Sardegna";15;221;170
"20";"Sardegna";16;232;186
"20";"Sardegna";17;230;186
"20";"Sardegna";18;235;207
"20";"Sardegna";19;212;191
"20";"Sardegna";20;212;174
"20";"Sardegna";21;208;174
"20";"Sardegna";22;364;200
"20";"Sardegna";23;475;212
"20";"Sardegna";24;453;234
"20";"Sardegna";25;436;291
"20";"Sardegna";26;452;295
"20";"Sardegna";27;469;334
"20";"Sardegna";28;431;393
"20";"Sardegna";29;411;396
"20";"Sardegna";30;487;402
"20";"Sardegna";31;452;401
"20";"Sardegna";32;497;433
"20";"Sardegna";33;460;491
"20";"Sardegna";34;478;490
"20";"Sardegna";35;466;567
"20";"Sardegna";36;500;558
"20";"Sardegna";37;452;548
"20";"Sardegna";38;490;564
"20";"Sardegna";39;435;546
"20";"Sardegna";40;478;635
"20";"Sardegna";41;426;590
"20";"Sardegna";42;502;600
"20";"Sardegna";43;457;623
"20";"Sardegna";44;454;551
"20";"Sardegna";45;450;588
"20";"Sardegna";46;387;546
"20";"Sardegna";47;427;581
"20";"Sardegna";48;416;603
"20";"Sardegna";49;326;501
"20";"Sardegna";50;351;528
"20";"Sardegna";51;289;480
"20";"Sardegna";52;323;548
"20";"Sardegna";53;299;556
"20";"Sardegna";54;321;571
"20";"Sardegna";55;294;537
"20";"Sardegna";56;245;430
"20";"Sardegna";57;254;391
"20";"Sardegna";58;232;409
"20";"Sardegna";59;202;387
"20";"Sardegna";60;237;387
"20";"Sardegna";61;201;360
"20";"Sardegna";62;205;329
"20";"Sardegna";63;167;321
"20";"Sardegna";64;177;287
"20";"Sardegna";65;163;276
"20";"Sardegna";66;140;234
"20";"Sardegna";67;136;255
"20";"Sardegna";68;108;203
"20";"Sardegna";69;96;182
"20";"Sardegna";70;105;155
"20";"Sardegna";71;69;105
"20";"Sardegna";72;102;133
"20";"Sardegna";73;81;95
"20";"Sardegna";74;52;88
"20";"Sardegna";75;58;71
"20";"Sardegna";76;42;54
"20";"Sardegna";77;44;40
"20";"Sardegna";78;33;45
"20";"Sardegna";79;28;31
"20";"Sardegna";80;29;29
"20";"Sardegna";81;28;27
"20";"Sardegna";82;27;24
"20";"Sardegna";83;11;15
"20";"Sardegna";84;20;18
"20";"Sardegna";85;13;13
"20";"Sardegna";86;14;12
"20";"Sardegna";87;11;6
"20";"Sardegna";88;5;4
"20";"Sardegna";89;6;5
"20";"Sardegna";90;6;8
"20";"Sardegna";91;6;2
"20";"Sardegna";92;2;5
"20";"Sardegna";93;2;2
"20";"Sardegna";94;1;1
"20";"Sardegna";95;2;1
"20";"Sardegna";96;1;2
"20";"Sardegna";97;0;0
"20";"Sardegna";98;0;0
"20";"Sardegna";99;0;2
"20";"Sardegna";100;0;3
"20";"Sardegna";999;22403;26214
"19";"Sicilia";0;1014;1020
"19";"Sicilia";1;966;990
"19";"Sicilia";2;1066;981
"19";"Sicilia";3;1163;1051
"19";"Sicilia";4;1190;1093
"19";"Sicilia";5;1300;1190
"19";"Sicilia";6;1187;1105
"19";"Sicilia";7;1155;1125
"19";"Sicilia";8;1145;1024
"19";"Sicilia";9;1083;946
"19";"Sicilia";10;1161;1053
"19";"Sicilia";11;1062;943
"19";"Sicilia";12;1042;960
"19";"Sicilia";13;990;934
"19";"Sicilia";14;1022;960
"19";"Sicilia";15;1053;865
"19";"Sicilia";16;1040;886
"19";"Sicilia";17;1089;881
"19";"Sicilia";18;1247;857
"19";"Sicilia";19;1467;780
"19";"Sicilia";20;1261;800
"19";"Sicilia";21;1696;878
"19";"Sicilia";22;2524;978
"19";"Sicilia";23;2564;1038
"19";"Sicilia";24;2055;1043
"19";"Sicilia";25;1866;1068
"19";"Sicilia";26;1745;1120
"19";"Sicilia";27;1676;1246
"19";"Sicilia";28;1785;1227
"19";"Sicilia";29;1581;1282
"19";"Sicilia";30;1745;1396
"19";"Sicilia";31;1750;1436
"19";"Sicilia";32;1938;1572
"19";"Sicilia";33;1939;1830
"19";"Sicilia";34;2128;1784
"19";"Sicilia";35;2138;1869
"19";"Sicilia";36;2163;1942
"19";"Sicilia";37;2206;1837
"19";"Sicilia";38;2111;1864
"19";"Sicilia";39;2022;1759
"19";"Sicilia";40;2138;1942
"19";"Sicilia";41;2039;1884
"19";"Sicilia";42;2151;1878
"19";"Sicilia";43;2000;1898
"19";"Sicilia";44;2015;1846
"19";"Sicilia";45;1821;1739
"19";"Sicilia";46;1761;1757
"19";"Sicilia";47;1804;1671
"19";"Sicilia";48;1602;1600
"19";"Sicilia";49;1353;1542
"19";"Sicilia";50;1367;1504
"19";"Sicilia";51;1277;1474
"19";"Sicilia";52;1289;1534
"19";"Sicilia";53;1217;1487
"19";"Sicilia";54;1239;1550
"19";"Sicilia";55;1142;1445
"19";"Sicilia";56;995;1061
"19";"Sicilia";57;945;1020
"19";"Sicilia";58;938;996
"19";"Sicilia";59;775;996
"19";"Sicilia";60;776;955
"19";"Sicilia";61;664;889
"19";"Sicilia";62;668;836
"19";"Sicilia";63;584;756
"19";"Sicilia";64;527;660
"19";"Sicilia";65;461;612
"19";"Sicilia";66;406;509
"19";"Sicilia";67;356;449
"19";"Sicilia";68;304;416
"19";"Sicilia";69;255;358
"19";"Sicilia";70;210;313
"19";"Sicilia";71;217;227
"19";"Sicilia";72;190;240
"19";"Sicilia";73;151;179
"19";"Sicilia";74;137;154
"19";"Sicilia";75;111;140
"19";"Sicilia";76;102;131
"19";"Sicilia";77;83;87
"19";"Sicilia";78;84;88
"19";"Sicilia";79;56;56
"19";"Sicilia";80;50;60
"19";"Sicilia";81;46;43
"19";"Sicilia";82;46;53
"19";"Sicilia";83;31;58
"19";"Sicilia";84;26;34
"19";"Sicilia";85;20;36
"19";"Sicilia";86;20;28
"19";"Sicilia";87;14;16
"19";"Sicilia";88;9;23
"19";"Sicilia";89;8;18
"19";"Sicilia";90;5;9
"19";"Sicilia";91;4;7
"19";"Sicilia";92;3;6
"19";"Sicilia";93;2;4
"19";"Sicilia";94;4;6
"19";"Sicilia";95;5;7
"19";"Sicilia";96;0;1
"19";"Sicilia";97;1;2
"19";"Sicilia";98;1;2
"19";"Sicilia";99;1;3
"19";"Sicilia";100;3;9
"19";"Sicilia";999;97844;86917
"09";"Toscana";0;2066;2010
"09";"Toscana";1;1972;1886
"09";"Toscana";2;2114;1950
"09";"Toscana";3;2270;2122
"09";"Toscana";4;2375;2355
"09";"Toscana";5;2511;2317
"09";"Toscana";6;2590;2353
"09";"Toscana";7;2418;2200
"09";"Toscana";8;2530;2365
"09";"Toscana";9;2385;2328
"09";"Toscana";10;2541;2251
"09";"Toscana";11;2387;2129
"09";"Toscana";12;2430;2145
"09";"Toscana";13;2316;2098
"09";"Toscana";14;2379;2044
"09";"Toscana";15;2280;2016
"09";"Toscana";16;2231;1976
"09";"Toscana";17;2173;1876
"09";"Toscana";18;2277;1965
"09";"Toscana";19;1907;1514
"09";"Toscana";20;2007;1641
"09";"Toscana";21;2257;1783
"09";"Toscana";22;2668;1981
"09";"Toscana";23;2843;2092
"09";"Toscana";24;3373;2317
"09";"Toscana";25;3420;2504
"09";"Toscana";26;3450;2642
"09";"Toscana";27;3313;2900
"09";"Toscana";28;3460;3040
"09";"Toscana";29;3539;3103
"09";"Toscana";30;3627;3466
"09";"Toscana";31;3587;3433
"09";"Toscana";32;3962;3735
"09";"Toscana";33;3985;3969
"09";"Toscana";34;4235;4228
"09";"Toscana";35;4292;4376
"09";"Toscana";36;4112;4251
"09";"Toscana";37;4146;4211
"09";"Toscana";38;4255;4323
"09";"Toscana";39;4179;4313
"09";"Toscana";40;4238;4437
"09";"Toscana";41;4174;4234
"09";"Toscana";42;4146;4342
"09";"Toscana";43;4026;4303
"09";"Toscana";44;4033;4304
"09";"Toscana";45;4045;4284
"09";"Toscana";46;3701;4241
"09";"Toscana";47;3704;4071
"09";"Toscana";48;3439;4043
"09";"Toscana";49;3197;3939
"09";"Toscana";50;3150;3802
"09";"Toscana";51;2960;3777
"09";"Toscana";52;2906;3683
"09";"Toscana";53;2824;3804
"09";"Toscana";54;2679;3698
"09";"Toscana";55;2468;3587
"09";"Toscana";56;2074;2962
"09";"Toscana";57;2016;2836
"09";"Toscana";58;1803;2816
"09";"Toscana";59;1635;2832
"09";"Toscana";60;1588;2734
"09";"Toscana";61;1273;2530
"09";"Toscana";62;1263;2466
"09";"Toscana";63;1095;2241
"09";"Toscana";64;1107;2124
"09";"Toscana";65;959;1925
"09";"Toscana";66;947;1732
"09";"Toscana";67;828;1681
"09";"Toscana";68;720;1521
"09";"Toscana";69;622;1209
"09";"Toscana";70;645;1121
"09";"Toscana";71;550;905
"09";"Toscana";72;528;986
"09";"Toscana";73;475;792
"09";"Toscana";74;412;697
"09";"Toscana";75;399;614
"09";"Toscana";76;299;472
"09";"Toscana";77;264;369
"09";"Toscana";78;217;366
"09";"Toscana";79;221;333
"09";"Toscana";80;207;356
"09";"Toscana";81;169;246
"09";"Toscana";82;182;236
"09";"Toscana";83;134;220
"09";"Toscana";84;125;166
"09";"Toscana";85;101;165
"09";"Toscana";86;86;117
"09";"Toscana";87;67;88
"09";"Toscana";88;50;72
"09";"Toscana";89;38;62
"09";"Toscana";90;32;57
"09";"Toscana";91;24;30
"09";"Toscana";92;20;35
"09";"Toscana";93;14;25
"09";"Toscana";94;10;15
"09";"Toscana";95;8;20
"09";"Toscana";96;2;7
"09";"Toscana";97;3;7
"09";"Toscana";98;1;6
"09";"Toscana";99;6;4
"09";"Toscana";100;4;12
"09";"Toscana";999;195775;210967
"04";"Trentino-Alto Adige/Südtirol";0;638;590
"04";"Trentino-Alto Adige/Südtirol";1;566;518
"04";"Trentino-Alto Adige/Südtirol";2;617;583
"04";"Trentino-Alto Adige/Südtirol";3;660;629
"04";"Trentino-Alto Adige/Südtirol";4;634;583
"04";"Trentino-Alto Adige/Südtirol";5;688;589
"04";"Trentino-Alto Adige/Südtirol";6;612;596
"04";"Trentino-Alto Adige/Südtirol";7;611;577
"04";"Trentino-Alto Adige/Südtirol";8;569;548
"04";"Trentino-Alto Adige/Südtirol";9;571;545
"04";"Trentino-Alto Adige/Südtirol";10;550;581
"04";"Trentino-Alto Adige/Südtirol";11;533;497
"04";"Trentino-Alto Adige/Südtirol";12;511;473
"04";"Trentino-Alto Adige/Südtirol";13;520;445
"04";"Trentino-Alto Adige/Südtirol";14;505;453
"04";"Trentino-Alto Adige/Südtirol";15;483;460
"04";"Trentino-Alto Adige/Südtirol";16;463;383
"04";"Trentino-Alto Adige/Südtirol";17;481;417
"04";"Trentino-Alto Adige/Südtirol";18;482;412
"04";"Trentino-Alto Adige/Südtirol";19;444;360
"04";"Trentino-Alto Adige/Südtirol";20;499;341
"04";"Trentino-Alto Adige/Südtirol";21;559;393
"04";"Trentino-Alto Adige/Südtirol";22;607;457
"04";"Trentino-Alto Adige/Südtirol";23;670;485
"04";"Trentino-Alto Adige/Südtirol";24;821;573
"04";"Trentino-Alto Adige/Südtirol";25;809;628
"04";"Trentino-Alto Adige/Südtirol";26;837;707
"04";"Trentino-Alto Adige/Südtirol";27;871;745
"04";"Trentino-Alto Adige/Südtirol";28;952;819
"04";"Trentino-Alto Adige/Südtirol";29;981;844
"04";"Trentino-Alto Adige/Südtirol";30;977;931
"04";"Trentino-Alto Adige/Südtirol";31;1028;954
"04";"Trentino-Alto Adige/Südtirol";32;1093;957
"04";"Trentino-Alto Adige/Südtirol";33;1087;1021
"04";"Trentino-Alto Adige/Südtirol";34;1060;1044
"04";"Trentino-Alto Adige/Südtirol";35;1089;1067
"04";"Trentino-Alto Adige/Südtirol";36;1076;1083
"04";"Trentino-Alto Adige/Südtirol";37;1032;1080
"04";"Trentino-Alto Adige/Südtirol";38;978;1099
"04";"Trentino-Alto Adige/Südtirol";39;999;1005
"04";"Trentino-Alto Adige/Südtirol";40;987;1086
"04";"Trentino-Alto Adige/Südtirol";41;963;1029
"04";"Trentino-Alto Adige/Südtirol";42;959;1058
"04";"Trentino-Alto Adige/Südtirol";43;888;1049
"04";"Trentino-Alto Adige/Südtirol";44;861;1030
"04";"Trentino-Alto Adige/Südtirol";45;838;936
"04";"Trentino-Alto Adige/Südtirol";46;761;969
"04";"Trentino-Alto Adige/Südtirol";47;783;874
"04";"Trentino-Alto Adige/Südtirol";48;735;910
"04";"Trentino-Alto Adige/Südtirol";49;604;844
"04";"Trentino-Alto Adige/Südtirol";50;653;818
"04";"Trentino-Alto Adige/Südtirol";51;581;786
"04";"Trentino-Alto Adige/Südtirol";52;550;781
"04";"Trentino-Alto Adige/Südtirol";53;611;750
"04";"Trentino-Alto Adige/Südtirol";54;564;783
"04";"Trentino-Alto Adige/Südtirol";55;491;707
"04";"Trentino-Alto Adige/Südtirol";56;433;660
"04";"Trentino-Alto Adige/Südtirol";57;468;631
"04";"Trentino-Alto Adige/Südtirol";58;424;671
"04";"Trentino-Alto Adige/Südtirol";59;370;597
"04";"Trentino-Alto Adige/Südtirol";60;371;621
"04";"Trentino-Alto Adige/Südtirol";61;290;546
"04";"Trentino-Alto Adige/Südtirol";62;261;521
"04";"Trentino-Alto Adige/Südtirol";63;269;523
"04";"Trentino-Alto Adige/Südtirol";64;246;550
"04";"Trentino-Alto Adige/Südtirol";65;214;427
"04";"Trentino-Alto Adige/Südtirol";66;176;396
"04";"Trentino-Alto Adige/Südtirol";67;179;339
"04";"Trentino-Alto Adige/Südtirol";68;135;324
"04";"Trentino-Alto Adige/Südtirol";69;147;282
"04";"Trentino-Alto Adige/Südtirol";70;124;246
"04";"Trentino-Alto Adige/Südtirol";71;92;216
"04";"Trentino-Alto Adige/Südtirol";72;104;183
"04";"Trentino-Alto Adige/Südtirol";73;90;207
"04";"Trentino-Alto Adige/Südtirol";74;87;145
"04";"Trentino-Alto Adige/Südtirol";75;85;119
"04";"Trentino-Alto Adige/Südtirol";76;52;104
"04";"Trentino-Alto Adige/Südtirol";77;67;98
"04";"Trentino-Alto Adige/Südtirol";78;60;91
"04";"Trentino-Alto Adige/Südtirol";79;50;86
"04";"Trentino-Alto Adige/Südtirol";80;61;86
"04";"Trentino-Alto Adige/Südtirol";81;48;67
"04";"Trentino-Alto Adige/Südtirol";82;41;88
"04";"Trentino-Alto Adige/Südtirol";83;38;58
"04";"Trentino-Alto Adige/Südtirol";84;27;55
"04";"Trentino-Alto Adige/Südtirol";85;33;25
"04";"Trentino-Alto Adige/Südtirol";86;28;34
"04";"Trentino-Alto Adige/Südtirol";87;21;21
"04";"Trentino-Alto Adige/Südtirol";88;19;17
"04";"Trentino-Alto Adige/Südtirol";89;17;25
"04";"Trentino-Alto Adige/Südtirol";90;9;13
"04";"Trentino-Alto Adige/Südtirol";91;7;8
"04";"Trentino-Alto Adige/Südtirol";92;9;5
"04";"Trentino-Alto Adige/Südtirol";93;4;7
"04";"Trentino-Alto Adige/Südtirol";94;4;10
"04";"Trentino-Alto Adige/Südtirol";95;5;3
"04";"Trentino-Alto Adige/Südtirol";96;0;4
"04";"Trentino-Alto Adige/Südtirol";97;1;6
"04";"Trentino-Alto Adige/Südtirol";98;2;1
"04";"Trentino-Alto Adige/Südtirol";99;4;4
"04";"Trentino-Alto Adige/Südtirol";100;1;5
"04";"Trentino-Alto Adige/Südtirol";999;46165;50007
"10";"Umbria";0;414;427
"10";"Umbria";1;424;439
"10";"Umbria";2;443;442
"10";"Umbria";3;436;461
"10";"Umbria";4;507;479
"10";"Umbria";5;486;468
"10";"Umbria";6;502;447
"10";"Umbria";7;492;452
"10";"Umbria";8;517;466
"10";"Umbria";9;518;512
"10";"Umbria";10;512;529
"10";"Umbria";11;523;493
"10";"Umbria";12;495;463
"10";"Umbria";13;488;438
"10";"Umbria";14;511;465
"10";"Umbria";15;493;441
"10";"Umbria";16;532;440
"10";"Umbria";17;470;446
"10";"Umbria";18;465;391
"10";"Umbria";19;408;327
"10";"Umbria";20;454;312
"10";"Umbria";21;477;370
"10";"Umbria";22;556;431
"10";"Umbria";23;593;462
"10";"Umbria";24;704;506
"10";"Umbria";25;702;603
"10";"Umbria";26;713;607
"10";"Umbria";27;724;628
"10";"Umbria";28;680;647
"10";"Umbria";29;717;668
"10";"Umbria";30;793;729
"10";"Umbria";31;738;763
"10";"Umbria";32;774;799
"10";"Umbria";33;773;869
"10";"Umbria";34;805;917
"10";"Umbria";35;846;943
"10";"Umbria";36;799;991
"10";"Umbria";37;822;936
"10";"Umbria";38;840;972
"10";"Umbria";39;798;986
"10";"Umbria";40;801;966
"10";"Umbria";41;781;1018
"10";"Umbria";42;816;960
"10";"Umbria";43;812;967
"10";"Umbria";44;705;985
"10";"Umbria";45;738;969
"10";"Umbria";46;678;978
"10";"Umbria";47;647;985
"10";"Umbria";48;683;945
"10";"Umbria";49;618;907
"10";"Umbria";50;585;933
"10";"Umbria";51;579;948
"10";"Umbria";52;611;902
"10";"Umbria";53;543;919
"10";"Umbria";54;540;956
"10";"Umbria";55;528;936
"10";"Umbria";56;419;707
"10";"Umbria";57;390;740
"10";"Umbria";58;397;768
"10";"Umbria";59;354;781
"10";"Umbria";60;347;717
"10";"Umbria";61;325;660
"10";"Umbria";62;312;625
"10";"Umbria";63;288;553
"10";"Umbria";64;241;565
"10";"Umbria";65;216;524
"10";"Umbria";66;184;474
"10";"Umbria";67;184;439
"10";"Umbria";68;159;383
"10";"Umbria";69;166;342
"10";"Umbria";70;146;298
"10";"Umbria";71;132;266
"10";"Umbria";72;128;231
"10";"Umbria";73;110;237
"10";"Umbria";74;111;195
"10";"Umbria";75;102;156
"10";"Umbria";76;66;139
"10";"Umbria";77;65;103
"10";"Umbria";78;79;100
"10";"Umbria";79;66;108
"10";"Umbria";80;45;97
"10";"Umbria";81;48;70
"10";"Umbria";82;40;65
"10";"Umbria";83;38;56
"10";"Umbria";84;29;53
"10";"Umbria";85;21;47
"10";"Umbria";86;20;26
"10";"Umbria";87;14;23
"10";"Umbria";88;10;24
"10";"Umbria";89;10;16
"10";"Umbria";90;12;19
"10";"Umbria";91;2;8
"10";"Umbria";92;4;11
"10";"Umbria";93;8;7
"10";"Umbria";94;4;5
"10";"Umbria";95;2;2
"10";"Umbria";96;0;7
"10";"Umbria";97;0;3
"10";"Umbria";98;0;4
"10";"Umbria";99;0;3
"10";"Umbria";100;2;8
"10";"Umbria";999;39905;49104
"02";"Valle d'Aosta/Vallée d'Aoste";0;51;58
"02";"Valle d'Aosta/Vallée d'Aoste";1;44;40
"02";"Valle d'Aosta/Vallée d'Aoste";2;42;37
"02";"Valle d'Aosta/Vallée d'Aoste";3;55;50
"02";"Valle d'Aosta/Vallée d'Aoste";4;53;45
"02";"Valle d'Aosta/Vallée d'Aoste";5;47;39
"02";"Valle d'Aosta/Vallée d'Aoste";6;59;47
"02";"Valle d'Aosta/Vallée d'Aoste";7;44;46
"02";"Valle d'Aosta/Vallée d'Aoste";8;45;40
"02";"Valle d'Aosta/Vallée d'Aoste";9;40;37
"02";"Valle d'Aosta/Vallée d'Aoste";10;50;42
"02";"Valle d'Aosta/Vallée d'Aoste";11;39;41
"02";"Valle d'Aosta/Vallée d'Aoste";12;49;33
"02";"Valle d'Aosta/Vallée d'Aoste";13;38;39
"02";"Valle d'Aosta/Vallée d'Aoste";14;31;46
"02";"Valle d'Aosta/Vallée d'Aoste";15;39;42
"02";"Valle d'Aosta/Vallée d'Aoste";16;35;28
"02";"Valle d'Aosta/Vallée d'Aoste";17;32;36
"02";"Valle d'Aosta/Vallée d'Aoste";18;37;38
"02";"Valle d'Aosta/Vallée d'Aoste";19;35;31
"02";"Valle d'Aosta/Vallée d'Aoste";20;41;35
"02";"Valle d'Aosta/Vallée d'Aoste";21;44;33
"02";"Valle d'Aosta/Vallée d'Aoste";22;49;51
"02";"Valle d'Aosta/Vallée d'Aoste";23;41;42
"02";"Valle d'Aosta/Vallée d'Aoste";24;66;52
"02";"Valle d'Aosta/Vallée d'Aoste";25;75;61
"02";"Valle d'Aosta/Vallée d'Aoste";26;63;60
"02";"Valle d'Aosta/Vallée d'Aoste";27;69;50
"02";"Valle d'Aosta/Vallée d'Aoste";28;63;56
"02";"Valle d'Aosta/Vallée d'Aoste";29;78;71
"02";"Valle d'Aosta/Vallée d'Aoste";30;82;84
"02";"Valle d'Aosta/Vallée d'Aoste";31;70;58
"02";"Valle d'Aosta/Vallée d'Aoste";32;84;94
"02";"Valle d'Aosta/Vallée d'Aoste";33;87;88
"02";"Valle d'Aosta/Vallée d'Aoste";34;70;96
"02";"Valle d'Aosta/Vallée d'Aoste";35;87;107
"02";"Valle d'Aosta/Vallée d'Aoste";36;83;99
"02";"Valle d'Aosta/Vallée d'Aoste";37;90;85
"02";"Valle d'Aosta/Vallée d'Aoste";38;88;98
"02";"Valle d'Aosta/Vallée d'Aoste";39;81;110
"02";"Valle d'Aosta/Vallée d'Aoste";40;82;107
"02";"Valle d'Aosta/Vallée d'Aoste";41;101;86
"02";"Valle d'Aosta/Vallée d'Aoste";42;81;81
"02";"Valle d'Aosta/Vallée d'Aoste";43;67;73
"02";"Valle d'Aosta/Vallée d'Aoste";44;72;89
"02";"Valle d'Aosta/Vallée d'Aoste";45;76;74
"02";"Valle d'Aosta/Vallée d'Aoste";46;73;96
"02";"Valle d'Aosta/Vallée d'Aoste";47;54;88
"02";"Valle d'Aosta/Vallée d'Aoste";48;43;78
"02";"Valle d'Aosta/Vallée d'Aoste";49;58;60
"02";"Valle d'Aosta/Vallée d'Aoste";50;55;67
"02";"Valle d'Aosta/Vallée d'Aoste";51;39;80
"02";"Valle d'Aosta/Vallée d'Aoste";52;38;64
