"Codice Regione";"Regione";"Età";"Maschi";"Femmine";"Totale"
"09";"Toscana";18;17692;16415;34107
"09";"Toscana";19;17194;15879;33073
"09";"Toscana";20;17431;16025;33456
"09";"Toscana";21;17408;16140;33548
"09";"Toscana";22;17803;16293;34096
"09";"Toscana";23;17571;15735;33306
"09";"Toscana";24;18196;16071;34267
"09";"Toscana";25;17903;16247;34150
"09";"Toscana";26;17797;16304;34101
"09";"Toscana";27;17584;16323;33907
"09";"Toscana";28;17586;16688;34274
"09";"Toscana";29;18046;16676;34722
"09";"Toscana";30;18577;17886;36463
"09";"Toscana";31;18576;17744;36320
"09";"Toscana";32;19560;18421;37981
"09";"Toscana";33;18977;18593;37570
"09";"Toscana";34;19688;19359;39047
"09";"Toscana";35;19240;19007;38247
"09";"Toscana";36;18886;19264;38150
"09";"Toscana";37;19913;20161;40074
"09";"Toscana";38;20307;20414;40721
"09";"Toscana";39;20772;21099;41871
"09";"Toscana";40;21499;21547;43046
"09";"Toscana";41;21700;21863;43563
"09";"Toscana";42;22377;22470;44847
"09";"Toscana";43;23237;23691;46928
"09";"Toscana";44;24723;25110;49833
"09";"Toscana";45;25561;26147;51708
"09";"Toscana";46;26584;27519;54103
"09";"Toscana";47;28090;28884;56974
"09";"Toscana";48;29322;30255;59577
"09";"Toscana";49;29374;30547;59921
"09";"Toscana";50;29922;30501;60423
"09";"Toscana";51;29871;30870;60741
"09";"Toscana";52;29658;29912;59570
"09";"Toscana";53;30280;30990;61270
"09";"Toscana";54;29404;30671;60075
"09";"Toscana";55;29447;30865;60312
"09";"Toscana";56;30079;31046;61125
"09";"Toscana";57;29905;30984;60889
"09";"Toscana";58;29992;31391;61383
"09";"Toscana";59;27904;29318;57222
"09";"Toscana";60;26782;28184;54966
"09";"Toscana";61;25855;27736;53591
"09";"Toscana";62;25197;26662;51859
"09";"Toscana";63;24528;25917;50445
"09";"Toscana";64;23057;25306;48363
"09";"Toscana";65;22519;24698;47217
"09";"Toscana";66;22002;24251;46253
"09";"Toscana";67;21305;23798;45103
"09";"Toscana";68;20887;23642;44529
"09";"Toscana";69;19951;22128;42079
"09";"Toscana";70;19534;21936;41470
"09";"Toscana";71;19485;21621;41106
"09";"Toscana";72;19885;22332;42217
"09";"Toscana";73;20316;23356;43672
"09";"Toscana";74;21341;24724;46065
"09";"Toscana";75;20914;24683;45597
"09";"Toscana";76;20632;24489;45121
"09";"Toscana";77;15585;18996;34581
"09";"Toscana";78;15179;18739;33918
"09";"Toscana";79;14697;18600;33297
"09";"Toscana";80;13560;17622;31182
"09";"Toscana";81;13431;18100;31531
"09";"Toscana";82;14322;19779;34101
"09";"Toscana";83;13295;18473;31768
"09";"Toscana";84;12648;17902;30550
"09";"Toscana";85;10413;15692;26105
"09";"Toscana";86;8801;13547;22348
"09";"Toscana";87;8197;13090;21287
"09";"Toscana";88;6739;11430;18169
"09";"Toscana";89;5622;10023;15645
"09";"Toscana";90;4520;8860;13380
"09";"Toscana";91;3764;7766;11530
"09";"Toscana";92;3042;6883;9925
"09";"Toscana";93;2210;5435;7645
"09";"Toscana";94;1684;4443;6127
"09";"Toscana";95;1217;3265;4482
"09";"Toscana";96;833;2517;3350
"09";"Toscana";97;474;1819;2293
"09";"Toscana";98;344;1308;1652
"09";"Toscana";99;246;928;1174
"09";"Toscana";100;253;1414;1667
"09";"Toscana";999;1772112;1879040;3651152
"04";"Trentino-Alto Adige/Südtirol";0;4617;4359;8976
"04";"Trentino-Alto Adige/Südtirol";1;4826;4535;9361
"04";"Trentino-Alto Adige/Südtirol";2;4783;4542;9325
"04";"Trentino-Alto Adige/Südtirol";3;5019;4624;9643
"04";"Trentino-Alto Adige/Südtirol";4;5070;4776;9846
"04";"Trentino-Alto Adige/Südtirol";5;5175;4901;10076
"04";"Trentino-Alto Adige/Südtirol";6;5268;5108;10376
"04";"Trentino-Alto Adige/Südtirol";7;5364;5092;10456
"04";"Trentino-Alto Adige/Südtirol";8;5492;5173;10665
"04";"Trentino-Alto Adige/Südtirol";9;5538;5136;10674
"04";"Trentino-Alto Adige/Südtirol";10;5652;5349;11001
"04";"Trentino-Alto Adige/Südtirol";11;5632;5387;11019
"04";"Trentino-Alto Adige/Südtirol";12;5804;5405;11209
"04";"Trentino-Alto Adige/Südtirol";13;5746;5382;11128
"04";"Trentino-Alto Adige/Südtirol";14;5851;5526;11377
"04";"Trentino-Alto Adige/Südtirol";15;5880;5416;11296
"04";"Trentino-Alto Adige/Südtirol";16;5851;5464;11315
"04";"Trentino-Alto Adige/Südtirol";17;6051;5459;11510
"04";"Trentino-Alto Adige/Südtirol";18;6043;5646;11689
"04";"Trentino-Alto Adige/Südtirol";19;5968;5486;11454
"04";"Trentino-Alto Adige/Südtirol";20;5896;5443;11339
"04";"Trentino-Alto Adige/Südtirol";21;6137;5562;11699
"04";"Trentino-Alto Adige/Südtirol";22;6163;5790;11953
"04";"Trentino-Alto Adige/Südtirol";23;6162;5768;11930
"04";"Trentino-Alto Adige/Südtirol";24;6274;5874;12148
"04";"Trentino-Alto Adige/Südtirol";25;6300;5773;12073
"04";"Trentino-Alto Adige/Südtirol";26;6264;5798;12062
"04";"Trentino-Alto Adige/Südtirol";27;6086;5590;11676
"04";"Trentino-Alto Adige/Südtirol";28;6152;5695;11847
"04";"Trentino-Alto Adige/Südtirol";29;6063;5726;11789
"04";"Trentino-Alto Adige/Südtirol";30;6256;5871;12127
"04";"Trentino-Alto Adige/Südtirol";31;6321;5908;12229
"04";"Trentino-Alto Adige/Südtirol";32;6416;5898;12314
"04";"Trentino-Alto Adige/Südtirol";33;6215;5930;12145
"04";"Trentino-Alto Adige/Südtirol";34;6263;6016;12279
"04";"Trentino-Alto Adige/Südtirol";35;6067;5950;12017
"04";"Trentino-Alto Adige/Südtirol";36;6180;5892;12072
"04";"Trentino-Alto Adige/Südtirol";37;6229;6056;12285
"04";"Trentino-Alto Adige/Südtirol";38;6249;6044;12293
"04";"Trentino-Alto Adige/Südtirol";39;6424;6303;12727
"04";"Trentino-Alto Adige/Südtirol";40;6593;6533;13126
"04";"Trentino-Alto Adige/Südtirol";41;6564;6444;13008
"04";"Trentino-Alto Adige/Südtirol";42;6609;6570;13179
"04";"Trentino-Alto Adige/Südtirol";43;6526;6690;13216
"04";"Trentino-Alto Adige/Südtirol";44;6902;7018;13920
"04";"Trentino-Alto Adige/Südtirol";45;7015;7015;14030
"04";"Trentino-Alto Adige/Südtirol";46;7159;7383;14542
"04";"Trentino-Alto Adige/Südtirol";47;7555;7735;15290
"04";"Trentino-Alto Adige/Südtirol";48;8149;8116;16265
"04";"Trentino-Alto Adige/Südtirol";49;7967;8238;16205
"04";"Trentino-Alto Adige/Südtirol";50;8207;8275;16482
"04";"Trentino-Alto Adige/Südtirol";51;8488;8533;17021
"04";"Trentino-Alto Adige/Südtirol";52;8256;8395;16651
"04";"Trentino-Alto Adige/Südtirol";53;8951;8654;17605
"04";"Trentino-Alto Adige/Südtirol";54;8719;8629;17348
"04";"Trentino-Alto Adige/Südtirol";55;8539;8705;17244
"04";"Trentino-Alto Adige/Südtirol";56;8747;8778;17525
"04";"Trentino-Alto Adige/Südtirol";57;8938;8724;17662
"04";"Trentino-Alto Adige/Südtirol";58;8829;8757;17586
"04";"Trentino-Alto Adige/Südtirol";59;8248;8193;16441
"04";"Trentino-Alto Adige/Südtirol";60;7688;7869;15557
"04";"Trentino-Alto Adige/Südtirol";61;7541;7838;15379
"04";"Trentino-Alto Adige/Südtirol";62;7351;7384;14735
"04";"Trentino-Alto Adige/Südtirol";63;7123;7128;14251
"04";"Trentino-Alto Adige/Südtirol";64;6564;6778;13342
"04";"Trentino-Alto Adige/Südtirol";65;6223;6728;12951
"04";"Trentino-Alto Adige/Südtirol";66;6155;6344;12499
"04";"Trentino-Alto Adige/Südtirol";67;5873;6095;11968
"04";"Trentino-Alto Adige/Südtirol";68;5581;5856;11437
"04";"Trentino-Alto Adige/Südtirol";69;5461;5775;11236
"04";"Trentino-Alto Adige/Südtirol";70;5298;5658;10956
"04";"Trentino-Alto Adige/Südtirol";71;5118;5425;10543
"04";"Trentino-Alto Adige/Südtirol";72;5149;5652;10801
"04";"Trentino-Alto Adige/Südtirol";73;4931;5382;10313
"04";"Trentino-Alto Adige/Südtirol";74;4984;5461;10445
"04";"Trentino-Alto Adige/Südtirol";75;4644;5383;10027
"04";"Trentino-Alto Adige/Südtirol";76;4867;5785;10652
"04";"Trentino-Alto Adige/Südtirol";77;3453;4023;7476
"04";"Trentino-Alto Adige/Südtirol";78;3843;4683;8526
"04";"Trentino-Alto Adige/Südtirol";79;3944;4870;8814
"04";"Trentino-Alto Adige/Südtirol";80;3784;4750;8534
"04";"Trentino-Alto Adige/Südtirol";81;3639;4714;8353
"04";"Trentino-Alto Adige/Südtirol";82;3285;4460;7745
"04";"Trentino-Alto Adige/Südtirol";83;3063;4194;7257
"04";"Trentino-Alto Adige/Südtirol";84;2705;3832;6537
"04";"Trentino-Alto Adige/Südtirol";85;2259;3308;5567
"04";"Trentino-Alto Adige/Südtirol";86;1900;3085;4985
"04";"Trentino-Alto Adige/Südtirol";87;1669;2852;4521
"04";"Trentino-Alto Adige/Südtirol";88;1436;2627;4063
"04";"Trentino-Alto Adige/Südtirol";89;1232;2326;3558
"04";"Trentino-Alto Adige/Südtirol";90;1085;2028;3113
"04";"Trentino-Alto Adige/Südtirol";91;859;1780;2639
"04";"Trentino-Alto Adige/Südtirol";92;697;1616;2313
"04";"Trentino-Alto Adige/Südtirol";93;461;1240;1701
"04";"Trentino-Alto Adige/Südtirol";94;379;959;1338
"04";"Trentino-Alto Adige/Südtirol";95;273;778;1051
"04";"Trentino-Alto Adige/Südtirol";96;158;573;731
"04";"Trentino-Alto Adige/Südtirol";97;109;451;560
"04";"Trentino-Alto Adige/Südtirol";98;68;299;367
"04";"Trentino-Alto Adige/Südtirol";99;60;263;323
"04";"Trentino-Alto Adige/Südtirol";100;60;347;407
"04";"Trentino-Alto Adige/Südtirol";999;531680;543637;1075317
"10";"Umbria";0;2536;2415;4951
"10";"Umbria";1;2677;2602;5279
"10";"Umbria";2;2758;2583;5341
"10";"Umbria";3;2868;2817;5685
"10";"Umbria";4;3048;2827;5875
"10";"Umbria";5;3169;2988;6157
"10";"Umbria";6;3338;3177;6515
"10";"Umbria";7;3371;3176;6547
"10";"Umbria";8;3544;3439;6983
"10";"Umbria";9;3719;3504;7223
"10";"Umbria";10;3795;3786;7581
"10";"Umbria";11;3881;3745;7626
"10";"Umbria";12;4040;3780;7820
"10";"Umbria";13;4020;3754;7774
"10";"Umbria";14;4199;4053;8252
"10";"Umbria";15;4253;3935;8188
"10";"Umbria";16;4196;3894;8090
"10";"Umbria";17;4166;3864;8030
"10";"Umbria";18;4031;3821;7852
"10";"Umbria";19;4111;3670;7781
"10";"Umbria";20;4016;3805;7821
"10";"Umbria";21;4082;3742;7824
"10";"Umbria";22;4098;3902;8000
"10";"Umbria";23;4264;3706;7970
"10";"Umbria";24;4286;3759;8045
"10";"Umbria";25;4178;3823;8001
"10";"Umbria";26;4210;3814;8024
"10";"Umbria";27;4145;3801;7946
"10";"Umbria";28;4078;3901;7979
"10";"Umbria";29;4211;3953;8164
"10";"Umbria";30;4439;4152;8591
"10";"Umbria";31;4305;4099;8404
"10";"Umbria";32;4345;4254;8599
"10";"Umbria";33;4438;4303;8741
"10";"Umbria";34;4586;4592;9178
"10";"Umbria";35;4472;4422;8894
"10";"Umbria";36;4462;4608;9070
"10";"Umbria";37;4655;4773;9428
"10";"Umbria";38;4690;4809;9499
"10";"Umbria";39;5047;5192;10239
"10";"Umbria";40;5097;5075;10172
"10";"Umbria";41;5118;5275;10393
"10";"Umbria";42;5273;5301;10574
"10";"Umbria";43;5418;5505;10923
"10";"Umbria";44;5616;5890;11506
"10";"Umbria";45;5927;6083;12010
"10";"Umbria";46;6120;6307;12427
"10";"Umbria";47;6295;6663;12958
"10";"Umbria";48;6624;6986;13610
"10";"Umbria";49;6636;6868;13504
"10";"Umbria";50;6488;6866;13354
"10";"Umbria";51;6574;7011;13585
"10";"Umbria";52;6628;6753;13381
"10";"Umbria";53;6665;7073;13738
"10";"Umbria";54;6613;7141;13754
"10";"Umbria";55;6501;7019;13520
"10";"Umbria";56;6599;6935;13534
"10";"Umbria";57;6868;7199;14067
"10";"Umbria";58;6875;7222;14097
"10";"Umbria";59;6245;6928;13173
"10";"Umbria";60;6157;6661;12818
"10";"Umbria";61;6162;6530;12692
"10";"Umbria";62;6025;6530;12555
"10";"Umbria";63;5770;6186;11956
"10";"Umbria";64;5442;5855;11297
"10";"Umbria";65;5283;5744;11027
"10";"Umbria";66;5350;5807;11157
"10";"Umbria";67;5171;5701;10872
"10";"Umbria";68;4982;5610;10592
"10";"Umbria";69;4921;5442;10363
"10";"Umbria";70;4566;5184;9750
"10";"Umbria";71;4830;5382;10212
"10";"Umbria";72;4867;5409;10276
"10";"Umbria";73;4988;5556;10544
"10";"Umbria";74;5265;5872;11137
"10";"Umbria";75;4763;5426;10189
"10";"Umbria";76;4438;5268;9706
"10";"Umbria";77;3520;4186;7706
"10";"Umbria";78;3583;4476;8059
"10";"Umbria";79;3733;4549;8282
"10";"Umbria";80;3298;4125;7423
"10";"Umbria";81;3286;4117;7403
"10";"Umbria";82;3536;4482;8018
"10";"Umbria";83;3134;4408;7542
"10";"Umbria";84;3083;4271;7354
"10";"Umbria";85;2390;3792;6182
"10";"Umbria";86;2071;3274;5345
"10";"Umbria";87;1972;3148;5120
"10";"Umbria";88;1705;2870;4575
"10";"Umbria";89;1443;2539;3982
"10";"Umbria";90;1090;2126;3216
"10";"Umbria";91;975;1959;2934
"10";"Umbria";92;751;1764;2515
"10";"Umbria";93;527;1315;1842
"10";"Umbria";94;383;1049;1432
"10";"Umbria";95;291;913;1204
"10";"Umbria";96;194;651;845
"10";"Umbria";97;140;511;651
"10";"Umbria";98;111;344;455
"10";"Umbria";99;42;234;276
"10";"Umbria";100;60;326;386
"10";"Umbria";999;413205;440932;854137
"02";"Valle d'Aosta/Vallée d'Aoste";0;403;379;782
"02";"Valle d'Aosta/Vallée d'Aoste";1;399;349;748
"02";"Valle d'Aosta/Vallée d'Aoste";2;388;394;782
"02";"Valle d'Aosta/Vallée d'Aoste";3;417;415;832
"02";"Valle d'Aosta/Vallée d'Aoste";4;476;411;887
"02";"Valle d'Aosta/Vallée d'Aoste";5;476;416;892
"02";"Valle d'Aosta/Vallée d'Aoste";6;511;457;968
"02";"Valle d'Aosta/Vallée d'Aoste";7;498;471;969
"02";"Valle d'Aosta/Vallée d'Aoste";8;558;503;1061
"02";"Valle d'Aosta/Vallée d'Aoste";9;513;519;1032
"02";"Valle d'Aosta/Vallée d'Aoste";10;590;559;1149
"02";"Valle d'Aosta/Vallée d'Aoste";11;626;583;1209
"02";"Valle d'Aosta/Vallée d'Aoste";12;589;574;1163
"02";"Valle d'Aosta/Vallée d'Aoste";13;641;582;1223
"02";"Valle d'Aosta/Vallée d'Aoste";14;618;602;1220
"02";"Valle d'Aosta/Vallée d'Aoste";15;639;578;1217
"02";"Valle d'Aosta/Vallée d'Aoste";16;663;586;1249
"02";"Valle d'Aosta/Vallée d'Aoste";17;585;561;1146
"02";"Valle d'Aosta/Vallée d'Aoste";18;602;594;1196
"02";"Valle d'Aosta/Vallée d'Aoste";19;615;601;1216
"02";"Valle d'Aosta/Vallée d'Aoste";20;609;530;1139
"02";"Valle d'Aosta/Vallée d'Aoste";21;638;561;1199
"02";"Valle d'Aosta/Vallée d'Aoste";22;641;609;1250
"02";"Valle d'Aosta/Vallée d'Aoste";23;623;584;1207
"02";"Valle d'Aosta/Vallée d'Aoste";24;630;577;1207
"02";"Valle d'Aosta/Vallée d'Aoste";25;606;572;1178
"02";"Valle d'Aosta/Vallée d'Aoste";26;627;592;1219
"02";"Valle d'Aosta/Vallée d'Aoste";27;628;543;1171
"02";"Valle d'Aosta/Vallée d'Aoste";28;563;561;1124
"02";"Valle d'Aosta/Vallée d'Aoste";29;599;561;1160
"02";"Valle d'Aosta/Vallée d'Aoste";30;664;615;1279
"02";"Valle d'Aosta/Vallée d'Aoste";31;613;552;1165
"02";"Valle d'Aosta/Vallée d'Aoste";32;603;655;1258
"02";"Valle d'Aosta/Vallée d'Aoste";33;662;587;1249
"02";"Valle d'Aosta/Vallée d'Aoste";34;663;640;1303
"02";"Valle d'Aosta/Vallée d'Aoste";35;614;641;1255
"02";"Valle d'Aosta/Vallée d'Aoste";36;624;643;1267
"02";"Valle d'Aosta/Vallée d'Aoste";37;652;637;1289
"02";"Valle d'Aosta/Vallée d'Aoste";38;663;652;1315
"02";"Valle d'Aosta/Vallée d'Aoste";39;713;682;1395
"02";"Valle d'Aosta/Vallée d'Aoste";40;682;725;1407
"02";"Valle d'Aosta/Vallée d'Aoste";41;652;678;1330
"02";"Valle d'Aosta/Vallée d'Aoste";42;750;682;1432
"02";"Valle d'Aosta/Vallée d'Aoste";43;711;704;1415
"02";"Valle d'Aosta/Vallée d'Aoste";44;878;843;1721
"02";"Valle d'Aosta/Vallée d'Aoste";45;836;832;1668
"02";"Valle d'Aosta/Vallée d'Aoste";46;855;931;1786
"02";"Valle d'Aosta/Vallée d'Aoste";47;902;948;1850
"02";"Valle d'Aosta/Vallée d'Aoste";48;976;978;1954
"02";"Valle d'Aosta/Vallée d'Aoste";49;996;1002;1998
"02";"Valle d'Aosta/Vallée d'Aoste";50;992;1029;2021
"02";"Valle d'Aosta/Vallée d'Aoste";51;999;1057;2056
"02";"Valle d'Aosta/Vallée d'Aoste";52;1013;1048;2061
"02";"Valle d'Aosta/Vallée d'Aoste";53;1068;1106;2174
"02";"Valle d'Aosta/Vallée d'Aoste";54;1028;1073;2101
"02";"Valle d'Aosta/Vallée d'Aoste";55;1056;1086;2142
"02";"Valle d'Aosta/Vallée d'Aoste";56;1087;1094;2181
"02";"Valle d'Aosta/Vallée d'Aoste";57;1034;1067;2101
"02";"Valle d'Aosta/Vallée d'Aoste";58;1135;1113;2248
"02";"Valle d'Aosta/Vallée d'Aoste";59;1050;1000;2050
"02";"Valle d'Aosta/Vallée d'Aoste";60;911;960;1871
"02";"Valle d'Aosta/Vallée d'Aoste";61;988;922;1910
"02";"Valle d'Aosta/Vallée d'Aoste";62;818;907;1725
"02";"Valle d'Aosta/Vallée d'Aoste";63;879;931;1810
"02";"Valle d'Aosta/Vallée d'Aoste";64;807;845;1652
"02";"Valle d'Aosta/Vallée d'Aoste";65;791;827;1618
"02";"Valle d'Aosta/Vallée d'Aoste";66;775;784;1559
"02";"Valle d'Aosta/Vallée d'Aoste";67;720;844;1564
"02";"Valle d'Aosta/Vallée d'Aoste";68;730;804;1534
"02";"Valle d'Aosta/Vallée d'Aoste";69;748;749;1497
"02";"Valle d'Aosta/Vallée d'Aoste";70;709;727;1436
"02";"Valle d'Aosta/Vallée d'Aoste";71;672;740;1412
"02";"Valle d'Aosta/Vallée d'Aoste";72;687;755;1442
"02";"Valle d'Aosta/Vallée d'Aoste";73;680;791;1471
"02";"Valle d'Aosta/Vallée d'Aoste";74;697;793;1490
"02";"Valle d'Aosta/Vallée d'Aoste";75;699;709;1408
"02";"Valle d'Aosta/Vallée d'Aoste";76;598;692;1290
"02";"Valle d'Aosta/Vallée d'Aoste";77;440;561;1001
"02";"Valle d'Aosta/Vallée d'Aoste";78;516;549;1065
"02";"Valle d'Aosta/Vallée d'Aoste";79;518;580;1098
"02";"Valle d'Aosta/Vallée d'Aoste";80;479;569;1048
"02";"Valle d'Aosta/Vallée d'Aoste";81;450;595;1045
"02";"Valle d'Aosta/Vallée d'Aoste";82;458;600;1058
"02";"Valle d'Aosta/Vallée d'Aoste";83;383;563;946
"02";"Valle d'Aosta/Vallée d'Aoste";84;353;547;900
"02";"Valle d'Aosta/Vallée d'Aoste";85;296;477;773
"02";"Valle d'Aosta/Vallée d'Aoste";86;242;402;644
"02";"Valle d'Aosta/Vallée d'Aoste";87;214;356;570
"02";"Valle d'Aosta/Vallée d'Aoste";88;170;328;498
"02";"Valle d'Aosta/Vallée d'Aoste";89;153;326;479
"02";"Valle d'Aosta/Vallée d'Aoste";90;126;260;386
"02";"Valle d'Aosta/Vallée d'Aoste";91;101;245;346
"02";"Valle d'Aosta/Vallée d'Aoste";92;94;224;318
"02";"Valle d'Aosta/Vallée d'Aoste";93;69;156;225
"02";"Valle d'Aosta/Vallée d'Aoste";94;46;135;181
"02";"Valle d'Aosta/Vallée d'Aoste";95;27;102;129
"02";"Valle d'Aosta/Vallée d'Aoste";96;22;78;100
"02";"Valle d'Aosta/Vallée d'Aoste";97;24;48;72
"02";"Valle d'Aosta/Vallée d'Aoste";98;10;30;40
"02";"Valle d'Aosta/Vallée d'Aoste";99;4;32;36
"02";"Valle d'Aosta/Vallée d'Aoste";100;8;34;42
"02";"Valle d'Aosta/Vallée d'Aoste";999;60254;62701;122955
"05";"Veneto";0;16466;15473;31939
"05";"Veneto";1;16908;16115;33023
"05";"Veneto";2;17177;15904;33081
"05";"Veneto";3;17593;16525;34118
"05";"Veneto";4;18640;17545;36185
"05";"Veneto";5;19439;18247;37686
"05";"Veneto";6;19980;18813;38793
"05";"Veneto";7;20352;19478;39830
"05";"Veneto";8;21014;20104;41118
"05";"Veneto";9;21667;20365;42032
"05";"Veneto";10;22698;21410;44108
"05";"Veneto";11;23057;21862;44919
"05";"Veneto";12;23850;22349;46199
"05";"Veneto";13;24232;22677;46909
"05";"Veneto";14;24611;23298;47909
"05";"Veneto";15;24326;23068;47394
"05";"Veneto";16;24454;23080;47534
"05";"Veneto";17;24429;22777;47206
"05";"Veneto";18;24887;23157;48044
"05";"Veneto";19;24229;22715;46944
"05";"Veneto";20;24304;22450;46754
"05";"Veneto";21;24530;22386;46916
"05";"Veneto";22;25402;23507;48909
"05";"Veneto";23;25117;23353;48470
"05";"Veneto";24;25727;23484;49211
"05";"Veneto";25;25603;23495;49098
"05";"Veneto";26;25487;23187;48674
"05";"Veneto";27;25186;22721;47907
"05";"Veneto";28;24893;23119;48012
"05";"Veneto";29;24627;23748;48375
"05";"Veneto";30;25931;24204;50135
"05";"Veneto";31;25559;24521;50080
"05";"Veneto";32;26344;24754;51098
"05";"Veneto";33;25743;25046;50789
"05";"Veneto";34;26236;25655;51891
"05";"Veneto";35;25515;24726;50241
"05";"Veneto";36;25333;25378;50711
"05";"Veneto";37;26600;26501;53101
"05";"Veneto";38;26633;26657;53290
"05";"Veneto";39;27492;26861;54353
"05";"Veneto";40;28085;28290;56375
"05";"Veneto";41;28825;28655;57480
"05";"Veneto";42;30015;29038;59053
"05";"Veneto";43;30907;30659;61566
"05";"Veneto";44;32933;32742;65675
"05";"Veneto";45;33946;34209;68155
"05";"Veneto";46;35844;35404;71248
"05";"Veneto";47;37572;37143;74715
"05";"Veneto";48;39899;39448;79347
"05";"Veneto";49;39662;39146;78808
"05";"Veneto";50;40366;39461;79827
"05";"Veneto";51;40627;40351;80978
"05";"Veneto";52;40654;40159;80813
"05";"Veneto";53;41670;41215;82885
"05";"Veneto";54;40852;40958;81810
"05";"Veneto";55;41319;41055;82374
"05";"Veneto";56;41488;41529;83017
"05";"Veneto";57;41502;41501;83003
"05";"Veneto";58;41362;42101;83463
"05";"Veneto";59;38773;39316;78089
"05";"Veneto";60;37209;37760;74969
"05";"Veneto";61;36035;37077;73112
"05";"Veneto";62;33935;34979;68914
"05";"Veneto";63;33506;34618;68124
"05";"Veneto";64;31108;32600;63708
"05";"Veneto";65;30252;31745;61997
"05";"Veneto";66;29313;31427;60740
"05";"Veneto";67;28094;30158;58252
"05";"Veneto";68;27597;29380;56977
"05";"Veneto";69;26501;28333;54834
"05";"Veneto";70;25689;27983;53672
"05";"Veneto";71;25203;27304;52507
"05";"Veneto";72;25598;28711;54309
"05";"Veneto";73;25179;28010;53189
"05";"Veneto";74;25326;28878;54204
"05";"Veneto";75;24264;28018;52282
"05";"Veneto";76;25812;30057;55869
"05";"Veneto";77;17004;20673;37677
"05";"Veneto";78;19333;23504;42837
"05";"Veneto";79;18915;23792;42707
"05";"Veneto";80;17630;22760;40390
"05";"Veneto";81;16950;22028;38978
"05";"Veneto";82;16901;22849;39750
"05";"Veneto";83;16042;21587;37629
"05";"Veneto";84;13893;20284;34177
"05";"Veneto";85;11649;17623;29272
"05";"Veneto";86;9542;15780;25322
"05";"Veneto";87;8848;14878;23726
"05";"Veneto";88;7462;13465;20927
"05";"Veneto";89;5778;11192;16970
"05";"Veneto";90;4716;10123;14839
"05";"Veneto";91;3779;8822;12601
"05";"Veneto";92;3104;7765;10869
"05";"Veneto";93;2176;5847;8023
"05";"Veneto";94;1587;4838;6425
"05";"Veneto";95;1151;3875;5026
"05";"Veneto";96;753;2784;3537
"05";"Veneto";97;492;2125;2617
"05";"Veneto";98;331;1354;1685
"05";"Veneto";99;213;1009;1222
"05";"Veneto";100;246;1475;1721
"05";"Veneto";999;2377688;2460565;4838253

